id,Node_id,Timestamp,Version,data
4188135,SR-AQ-VN01-01,2023-11-07 00:18:49+05:30,V3.0.00,"['1699296529 ', ' 24 ', ' 24 ', ' 656 ', ' 134 ', ' 31142 ', ' 30.58 ', ' 61.15']"
4188143,SR-AQ-VN01-01,2023-11-07 00:19:45+05:30,V3.0.00,"['1699296585 ', ' 26 ', ' 26 ', ' 610 ', ' 132 ', ' 31202 ', ' 30.55 ', ' 61.19']"
4188149,SR-AQ-VN01-01,2023-11-07 00:20:42+05:30,V3.0.00,"['1699296642 ', ' 23 ', ' 23 ', ' 574 ', ' 130 ', ' 31203 ', ' 30.56 ', ' 61.15']"
4188155,SR-AQ-VN01-01,2023-11-07 00:21:39+05:30,V3.0.00,"['1699296699 ', ' 22 ', ' 22 ', ' 562 ', ' 129 ', ' 31207 ', ' 30.55 ', ' 61.18']"
4188162,SR-AQ-VN01-01,2023-11-07 00:22:35+05:30,V3.0.00,"['1699296755 ', ' 24 ', ' 24 ', ' 608 ', ' 127 ', ' 31203 ', ' 30.54 ', ' 61.17']"
4188171,SR-AQ-VN01-01,2023-11-07 00:23:31+05:30,V3.0.00,"['1699296811 ', ' 25 ', ' 25 ', ' 616 ', ' 126 ', ' 31214 ', ' 30.52 ', ' 61.17']"
4188176,SR-AQ-VN01-01,2023-11-07 00:24:31+05:30,V3.0.00,"['1699296871 ', ' 26 ', ' 26 ', ' 598 ', ' 124 ', ' 31218 ', ' 30.51 ', ' 61.21']"
4188182,SR-AQ-VN01-01,2023-11-07 00:25:27+05:30,V3.0.00,"['1699296927 ', ' 27 ', ' 27 ', ' 618 ', ' 123 ', ' 31215 ', ' 30.50 ', ' 61.22']"
4188189,SR-AQ-VN01-01,2023-11-07 00:26:23+05:30,V3.0.00,"['1699296983 ', ' 23 ', ' 23 ', ' 618 ', ' 122 ', ' 31223 ', ' 30.51 ', ' 61.27']"
4188194,SR-AQ-VN01-01,2023-11-07 00:27:19+05:30,V3.0.00,"['1699297039 ', ' 25 ', ' 25 ', ' 608 ', ' 121 ', ' 31251 ', ' 30.47 ', ' 61.18']"
4188200,SR-AQ-VN01-01,2023-11-07 00:28:18+05:30,V3.0.00,"['1699297098 ', ' 25 ', ' 25 ', ' 596 ', ' 120 ', ' 31262 ', ' 30.47 ', ' 61.26']"
4188207,SR-AQ-VN01-01,2023-11-07 00:29:14+05:30,V3.0.00,"['1699297154 ', ' 23 ', ' 23 ', ' 580 ', ' 120 ', ' 31250 ', ' 30.45 ', ' 61.27']"
4188215,SR-AQ-VN01-01,2023-11-07 00:30:09+05:30,V3.0.00,"['1699297209 ', ' 25 ', ' 25 ', ' 570 ', ' 119 ', ' 31251 ', ' 30.46 ', ' 61.23']"
4188221,SR-AQ-VN01-01,2023-11-07 00:31:08+05:30,V3.0.00,"['1699297268 ', ' 25 ', ' 25 ', ' 568 ', ' 119 ', ' 31263 ', ' 30.44 ', ' 61.26']"
4188226,SR-AQ-VN01-01,2023-11-07 00:32:04+05:30,V3.0.00,"['1699297324 ', ' 26 ', ' 26 ', ' 566 ', ' 119 ', ' 31283 ', ' 30.43 ', ' 61.23']"
4188234,SR-AQ-VN01-01,2023-11-07 00:33:03+05:30,V3.0.00,"['1699297383 ', ' 25 ', ' 25 ', ' 556 ', ' 118 ', ' 31278 ', ' 30.44 ', ' 61.22']"
4188240,SR-AQ-VN01-01,2023-11-07 00:33:58+05:30,V3.0.00,"['1699297438 ', ' 25 ', ' 25 ', ' 552 ', ' 118 ', ' 31294 ', ' 30.43 ', ' 61.20']"
4188246,SR-AQ-VN01-01,2023-11-07 00:34:54+05:30,V3.0.00,"['1699297494 ', ' 26 ', ' 26 ', ' 574 ', ' 118 ', ' 31291 ', ' 30.43 ', ' 61.20']"
4188253,SR-AQ-VN01-01,2023-11-07 00:35:51+05:30,V3.0.00,"['1699297551 ', ' 24 ', ' 24 ', ' 554 ', ' 118 ', ' 31291 ', ' 30.43 ', ' 61.20']"
4188261,SR-AQ-VN01-01,2023-11-07 00:36:47+05:30,V3.0.00,"['1699297607 ', ' 25 ', ' 25 ', ' 526 ', ' 118 ', ' 31307 ', ' 30.41 ', ' 61.16']"
4188266,SR-AQ-VN01-01,2023-11-07 00:37:42+05:30,V3.0.00,"['1699297662 ', ' 25 ', ' 25 ', ' 502 ', ' 118 ', ' 31330 ', ' 30.42 ', ' 61.18']"
4188274,SR-AQ-VN01-01,2023-11-07 00:38:38+05:30,V3.0.00,"['1699297718 ', ' 28 ', ' 28 ', ' 526 ', ' 117 ', ' 31322 ', ' 30.38 ', ' 61.14']"
4188281,SR-AQ-VN01-01,2023-11-07 00:39:40+05:30,V3.0.00,"['1699297780 ', ' 24 ', ' 24 ', ' 526 ', ' 117 ', ' 31315 ', ' 30.40 ', ' 61.14']"
4188288,SR-AQ-VN01-01,2023-11-07 00:40:41+05:30,V3.0.00,"['1699297841 ', ' 23 ', ' 23 ', ' 498 ', ' 116 ', ' 31335 ', ' 30.40 ', ' 61.13']"
4188293,SR-AQ-VN01-01,2023-11-07 00:41:36+05:30,V3.0.00,"['1699297896 ', ' 24 ', ' 24 ', ' 518 ', ' 116 ', ' 31363 ', ' 30.42 ', ' 61.14']"
4188300,SR-AQ-VN01-01,2023-11-07 00:42:32+05:30,V3.0.00,"['1699297952 ', ' 25 ', ' 25 ', ' 560 ', ' 115 ', ' 31382 ', ' 30.40 ', ' 61.07']"
4188307,SR-AQ-VN01-01,2023-11-07 00:43:28+05:30,V3.0.00,"['1699298008 ', ' 22 ', ' 22 ', ' 544 ', ' 114 ', ' 31358 ', ' 30.41 ', ' 61.08']"
4188313,SR-AQ-VN01-01,2023-11-07 00:44:24+05:30,V3.0.00,"['1699298064 ', ' 22 ', ' 22 ', ' 536 ', ' 112 ', ' 31387 ', ' 30.40 ', ' 61.02']"
4188320,SR-AQ-VN01-01,2023-11-07 00:45:19+05:30,V3.0.00,"['1699298119 ', ' 26 ', ' 26 ', ' 536 ', ' 110 ', ' 31427 ', ' 30.39 ', ' 60.99']"
4188327,SR-AQ-VN01-01,2023-11-07 00:46:15+05:30,V3.0.00,"['1699298175 ', ' 20 ', ' 20 ', ' 522 ', ' 108 ', ' 31443 ', ' 30.38 ', ' 61.01']"
4188334,SR-AQ-VN01-01,2023-11-07 00:47:11+05:30,V3.0.00,"['1699298231 ', ' 23 ', ' 23 ', ' 532 ', ' 106 ', ' 31438 ', ' 30.38 ', ' 61.05']"
4188338,SR-AQ-VN01-01,2023-11-07 00:48:07+05:30,V3.0.00,"['1699298287 ', ' 21 ', ' 21 ', ' 538 ', ' 104 ', ' 31466 ', ' 30.37 ', ' 61.02']"
4188345,SR-AQ-VN01-01,2023-11-07 00:49:02+05:30,V3.0.00,"['1699298342 ', ' 22 ', ' 22 ', ' 496 ', ' 101 ', ' 31467 ', ' 30.36 ', ' 61.02']"
4188352,SR-AQ-VN01-01,2023-11-07 00:50:01+05:30,V3.0.00,"['1699298401 ', ' 21 ', ' 21 ', ' 492 ', ' 99 ', ' 31463 ', ' 30.36 ', ' 61.02']"
4188359,SR-AQ-VN01-01,2023-11-07 00:50:57+05:30,V3.0.00,"['1699298457 ', ' 22 ', ' 22 ', ' 502 ', ' 97 ', ' 31443 ', ' 30.36 ', ' 61.04']"
4188366,SR-AQ-VN01-01,2023-11-07 00:51:53+05:30,V3.0.00,"['1699298513 ', ' 23 ', ' 23 ', ' 526 ', ' 95 ', ' 31426 ', ' 30.33 ', ' 61.07']"
4188373,SR-AQ-VN01-01,2023-11-07 00:52:51+05:30,V3.0.00,"['1699298571 ', ' 22 ', ' 22 ', ' 510 ', ' 93 ', ' 31438 ', ' 30.33 ', ' 61.03']"
4188379,SR-AQ-VN01-01,2023-11-07 00:53:47+05:30,V3.0.00,"['1699298627 ', ' 22 ', ' 22 ', ' 512 ', ' 91 ', ' 31455 ', ' 30.34 ', ' 61.03']"
4188385,SR-AQ-VN01-01,2023-11-07 00:54:48+05:30,V3.0.00,"['1699298688 ', ' 22 ', ' 22 ', ' 530 ', ' 90 ', ' 31447 ', ' 30.36 ', ' 61.00']"
4188394,SR-AQ-VN01-01,2023-11-07 00:55:44+05:30,V3.0.00,"['1699298744 ', ' 21 ', ' 21 ', ' 504 ', ' 88 ', ' 31479 ', ' 30.38 ', ' 60.99']"
4188400,SR-AQ-VN01-01,2023-11-07 00:56:39+05:30,V3.0.00,"['1699298799 ', ' 22 ', ' 22 ', ' 498 ', ' 86 ', ' 31526 ', ' 30.35 ', ' 60.97']"
4188405,SR-AQ-VN01-01,2023-11-07 00:57:35+05:30,V3.0.00,"['1699298855 ', ' 24 ', ' 24 ', ' 508 ', ' 84 ', ' 31534 ', ' 30.37 ', ' 60.91']"
4188413,SR-AQ-VN01-01,2023-11-07 00:58:31+05:30,V3.0.00,"['1699298911 ', ' 22 ', ' 22 ', ' 464 ', ' 82 ', ' 31567 ', ' 30.35 ', ' 60.91']"
4188421,SR-AQ-VN01-01,2023-11-07 00:59:27+05:30,V3.0.00,"['1699298967 ', ' 21 ', ' 21 ', ' 464 ', ' 80 ', ' 31543 ', ' 30.33 ', ' 60.94']"
4188427,SR-AQ-VN01-01,2023-11-07 01:00:33+05:30,V3.0.00,"['1699299033 ', ' 21 ', ' 21 ', ' 526 ', ' 78 ', ' 31519 ', ' 30.35 ', ' 60.94']"
4188432,SR-AQ-VN01-01,2023-11-07 01:01:29+05:30,V3.0.00,"['1699299089 ', ' 21 ', ' 21 ', ' 506 ', ' 77 ', ' 31494 ', ' 30.35 ', ' 60.95']"
4188441,SR-AQ-VN01-01,2023-11-07 01:02:25+05:30,V3.0.00,"['1699299145 ', ' 23 ', ' 23 ', ' 498 ', ' 76 ', ' 31514 ', ' 30.33 ', ' 60.95']"
4188446,SR-AQ-VN01-01,2023-11-07 01:03:21+05:30,V3.0.00,"['1699299201 ', ' 22 ', ' 22 ', ' 516 ', ' 75 ', ' 31499 ', ' 30.36 ', ' 60.96']"
4188455,SR-AQ-VN01-01,2023-11-07 01:04:16+05:30,V3.0.00,"['1699299256 ', ' 23 ', ' 23 ', ' 490 ', ' 75 ', ' 31499 ', ' 30.34 ', ' 60.93']"
4188460,SR-AQ-VN01-01,2023-11-07 01:05:12+05:30,V3.0.00,"['1699299312 ', ' 21 ', ' 21 ', ' 478 ', ' 74 ', ' 31527 ', ' 30.33 ', ' 60.96']"
